"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"4.0","3.3222976338339493E-4","0.25","0.0","2","6","false","v42386","53.5","0","2","0","0.9516129032258065","false","0","v42386","9688","0.6104651162790697"
"4.619718309859155","3.70955440409205E-4","0.21646341463414634","0.0","2","8","false","v42394","13.0","0","2","0","0.941617446615175","false","0","v42394","2868","0.5454545454545454"
"4.237424547283702","0.0","0.23599240265906934","0.0","1","7","false","v42399","46.0","0","1","0","0.9477834750438112","false","0","v42399","0","0.0"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v42548","41.0","0","1","0","0.9436295190497825","false","0","v42548","0","0.0"
"4.523138832997988","0.0","0.22108540925266904","0.0","1","6","false","v42889","20.0","0","1","0","0.9431751801129357","false","0","v42889","0","0.0"
"3.58953722334004","0.0025849488796571515","0.27858744394618834","0.0","6","6","false","v42967","41.5","0","6","0","0.9582332705912897","false","0","v42967","68476","0.32661290322580644"
"4.402414486921529","0.0","0.22714808043875687","0.0","1","6","false","v43155","38.0","0","1","0","0.9451223469851366","false","0","v43155","0","0.0"
"4.012072434607646","2.08726128072194E-4","0.24924774322968907","0.0","2","6","false","v43842","48.0","0","2","0","0.9514181865385863","false","0","v43842","9814","0.5802469135802469"
"4.237424547283702","0.0","0.23599240265906934","0.0","1","7","false","v44008","46.0","0","1","0","0.9477834750438112","false","0","v44008","0","0.0"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v45094","41.0","0","1","0","0.9436295190497825","false","0","v45094","0","0.0"
"4.036217303822937","9.575060078544585E-4","0.24775672981056832","0.0","2","7","false","v45322","43.5","0","2","0","0.9510287531641461","false","0","v45322","15000","0.551948051948052"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v45358","41.0","0","1","0","0.9436295190497825","false","0","v45358","0","0.0"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v45617","41.0","0","1","0","0.9436295190497825","false","0","v45617","0","0.0"
"3.810865191146881","0.002054385192081801","0.2624076029567054","0.0","4","6","false","v45987","46.0","0","4","0","0.9546634646589213","false","0","v45987","48930","0.375"
"4.523138832997988","0.0","0.22108540925266904","0.0","1","6","false","v46315","20.0","0","1","0","0.9431751801129357","false","0","v46315","0","0.0"
"3.4446680080482897","0.011716069592878546","0.290303738317757","0.0","10","6","false","v46338","39.2","0","10","0","0.9605698708379308","false","0","v46338","268052","0.24331210191082803"
"3.436619718309859","0.014840014988894628","0.29098360655737704","0.0","15","6","false","v46351","32.13333333333333","0","15","0","0.9606996819627442","false","0","v46351","337474","0.19100204498977505"
"4.724346076458753","0.0","0.2116695059625213","0.0","1","8","false","v47311","42.0","0","1","0","0.9399299019926007","false","0","v47311","0","0.0"
"3.670020120724346","0.004264914429962858","0.27247807017543857","0.0","5","6","false","v48222","31.6","0","5","0","0.9569351593431558","false","0","v48222","68974","0.2914285714285714"
"4.144869215291751","4.6773226777639904E-4","0.2412621359223301","0.0","3","7","false","v49213","24.333333333333332","0","3","0","0.9492763029791653","false","0","v49213","6754","0.4166666666666667"
"3.6338028169014085","0.06444501249206949","0.2751937984496124","0.0","6","6","false","v49280","28.666666666666668","0","6","0","0.957519309404816","false","0","v49280","926680","0.19904076738609114"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v49920","41.0","0","1","0","0.9436295190497825","false","0","v49920","0","0.0"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v50359","41.0","0","1","0","0.9436295190497825","false","0","v50359","0","0.0"
"3.734406438631791","0.0015681137036880925","0.2677801724137931","0.0","3","6","false","v50399","50.666666666666664","0","3","0","0.9558966703446485","false","0","v50399","27884","0.48220064724919093"
"1.0","0.0","1.0","0.0","1","1","false","v51329","1.0","0","1","0","1.0","false","0","v51329","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false","Collinsella_aerofaciens","1.0","0","1","0","1.0","false","0","Collinsella_aerofaciens","0","0.0"
"4.410462776659959","0.0019734991471659453","0.2267335766423358","0.0","2","6","false","v51332","29.0","0","2","0","0.9449925358603232","false","0","v51332","16294","0.509090909090909"
